Date/Time (EST),1m Hourly Precipitation (in)
01/01/2011 00:00,0
01/01/2011 01:00,0
01/01/2011 02:00,0
01/01/2011 03:00,0
01/01/2011 04:00,0
01/01/2011 05:00,0
01/01/2011 06:00,0
01/01/2011 07:00,0
01/01/2011 08:00,0
01/01/2011 09:00,0
01/01/2011 10:00,0
01/01/2011 11:00,0
01/01/2011 12:00,0
01/01/2011 13:00,0
01/01/2011 14:00,0
01/01/2011 15:00,0
01/01/2011 16:00,0
01/01/2011 17:00,0
01/01/2011 18:00,0
01/01/2011 19:00,0.02
01/01/2011 20:00,0.13
01/01/2011 21:00,0.08
01/01/2011 22:00,0.01
01/01/2011 23:00,0.01
01/02/2011 00:00,0
01/02/2011 01:00,0
01/02/2011 02:00,0
01/02/2011 03:00,0
01/02/2011 04:00,0
01/02/2011 05:00,0
01/02/2011 06:00,0
01/02/2011 07:00,0
01/02/2011 08:00,0.02
01/02/2011 09:00,0.05
01/02/2011 10:00,0.01
01/02/2011 11:00,0.08
01/02/2011 12:00,0
01/02/2011 13:00,0
01/02/2011 14:00,0
01/02/2011 15:00,0.01
01/02/2011 16:00,0.03
01/02/2011 17:00,0.01
01/02/2011 18:00,0
01/02/2011 19:00,0
01/02/2011 20:00,0
01/02/2011 21:00,0
01/02/2011 22:00,0
01/02/2011 23:00,0
01/03/2011 00:00,0
01/03/2011 01:00,0
01/03/2011 02:00,0
01/03/2011 03:00,0
01/03/2011 04:00,0
01/03/2011 05:00,0
01/03/2011 06:00,0
01/03/2011 07:00,0
01/03/2011 08:00,0
01/03/2011 09:00,0
01/03/2011 10:00,0
01/03/2011 11:00,0
01/03/2011 12:00,0
01/03/2011 13:00,0
01/03/2011 14:00,0
01/03/2011 15:00,0
01/03/2011 16:00,0
01/03/2011 17:00,0
01/03/2011 18:00,0
01/03/2011 19:00,0
01/03/2011 20:00,0
01/03/2011 21:00,0
01/03/2011 22:00,0
01/03/2011 23:00,0
01/04/2011 00:00,0
01/04/2011 01:00,0
01/04/2011 02:00,0
01/04/2011 03:00,0
01/04/2011 04:00,0
01/04/2011 05:00,0
01/04/2011 06:00,0
01/04/2011 07:00,0
01/04/2011 08:00,0
01/04/2011 09:00,0
01/04/2011 10:00,0
01/04/2011 11:00,0
01/04/2011 12:00,0
01/04/2011 13:00,0
01/04/2011 14:00,0
01/04/2011 15:00,0
01/04/2011 16:00,0
01/04/2011 17:00,0
01/04/2011 18:00,0
01/04/2011 19:00,0
01/04/2011 20:00,0
01/04/2011 21:00,0
01/04/2011 22:00,0
01/04/2011 23:00,0
01/05/2011 00:00,0
01/05/2011 01:00,0
01/05/2011 02:00,0
01/05/2011 03:00,0
01/05/2011 04:00,0
01/05/2011 05:00,0
01/05/2011 06:00,0
01/05/2011 07:00,0
01/05/2011 08:00,0
01/05/2011 09:00,0
01/05/2011 10:00,0
01/05/2011 11:00,0
01/05/2011 12:00,0
01/05/2011 13:00,0
01/05/2011 14:00,0
01/05/2011 15:00,0
01/05/2011 16:00,0
01/05/2011 17:00,0
01/05/2011 18:00,0
01/05/2011 19:00,0
